anchors,positives
What phenomenon occurs in a turbine-type flow-meter when the fluid stream interacts with a bladed rotor?,"A turbine-type flow-meter is a device in which the entire flow stream turns a bladed rotor at a speed proportional to the volume flow rate of the fluid, and which generates or modulates an output signal, whose frequency is proportional to the angular velocity of the rotor. As shown in the preceding figure, the fluid passing through the flow-meter impinges on the blades of a turbine, which are free to rotate about an axis along the central line of the turbine housing. "
"What phenomenon occurs when a blade moves through a magnetic field, resulting in the generation of an electrical cycle within a coil?",A permanent magnet placed within the windings of a pickoff coil generates a magnetic field. An electrical cycle is generated by each blade which sweeps through the magnetic field present in the fluid passage.. 
What method is employed to regulate the use of propellant in relation to the levels in storage containers?,"Another flow-meter, based on the Venturi tube, will be described in Sect. 5.7. Further information on several types of flow-meters can be found in [9]. 5.5 Control of Propellant Consumption This type of control is performed by sensors which measure the amount of propellant remaining in the tanks and the unbalance of one of the two propellants with respect to the other. A closed-loop scheme indicated by Huzel and Huang [3] is shown in the following figure. "
What is the role of an electric summing junction in controlling propellant use within a mixture computer system?, PROPELLANT USE CONTROL REFERENCE TRANSDUCER f MIXTURE COMPUTER fr | COMPUTER TRANSDUCER ® ELECTRIC SUMMING JUNCTION D> ELECTRIC AMPLIFIER. 
How do sensors contribute to monitoring the individual masses of two propellants in a control system?,"This control system measures continuously the residual masses my and m, of the two propellants by using sensors placed in the respective tanks. The transducer output signals yy and y, corresponding to these masses are summed, and the signal resulting from the sum yr + yo is compared with a propellant use control reference signal r which is fed to the propellant use control computer."
What transformation is applied to the error signal before it influences the command reference mixture ratio signal?,"The error signal e = r — (yy + y,) is amplified and then used to modify the command reference mixture ratio signal (rity /m Np which is fed to the mixture ratio control computer."
Which types of sensors are typically employed to measure the quantity of propellant within a storage tank?,A survey on the sensors used to determine the amount of propellant contained in a tank has been performed by Dodge [10]. A brief account is given below.
What are the primary types of elements used in sensors for detecting fluid presence in a tank?,"Sensors detecting the presence of fluids of a given type at given locations in a tank are usually called wet-dry sensors. Most wet-dry sensors are based on a hot wire or an electrical resistance or an electrical impedance element which carries a small current. The presence of a given type of fluid at the sensor location is detected by a change in the electrical impedance of the sensor, which in turn depends on the type of fluid (gas or liquid) around the sensor. "
How does the surrounding medium affect the heat transfer and impedance of a sensor when electric current flows through it?,"This is because the sensor impedance depends on the amount of heat transfer from the sensor to the surrounding medium, due to the heating caused by the passage of the electric current. The heat transfer is greater when the sensor is surrounded by a liquid. Thus, by measuring a change in current for a constant applied voltage or a change in voltage for a constant applied current, it is possible to detect whether the sensor is in a liquid or in a gas.. "
What type of sensor utilizes a laser light source within a prism to detect variations in liquid levels?,"Another type of sensor is based on a laser light source incorporated in a prism-like capsule, whose index of refraction is matched to the index of refraction of the liquid contained in a tank. A scheme of this optical sensor is shown in the following figure, due to the courtesy of NASA [10].  Light source Liquid Gas __ \ == Prism ff Photocell ~"
What indicates the state of the sensor when the light behavior changes between reflection and transmission?,"When the sensor is immersed in a gas, as shown on the left-hand side of the preceding figure, the light is reflected off the end of the prism back to a photocell at the light source. By contrast, when the sensor is immersed in a liquid, as shown on the right-hand side of the preceding figure, the light is transmitted through the liquid without reflection off the prism. Thus, the presence or absence of a reflection indicates whether the sensor is dry or wet.. "
