anchors,positives
What are the key principles of fracture control applicable to the design of aerospace vehicles?,"Vol. I — Fracture Control Design Methods. | NASA CR-134596, Space Div., Rockwell International Corp., August 1974. | | 54. Ehret, R. M.: Fracture Control Methods for Space Vehicles. Vol. II — Assessment of Fracture } Mechanics Technology for Space Shuttle Applications. NASA CR-134597, Space Div., Rockwell International Corp., August 1974. | 55. Sih, G. C.; Wei, R. P.; and Erdogan, F., eds.: Linear Fracture Mechanics. "
What is the title of the work discussing fatigue crack growth under varying loads presented at the 1975 ASTM Annual Meeting?,"Proc. Symposium, Lehigh } Univ., Bethlehem, PA, July 29-30, 1975. Envo Publishing Co., Inc. (Lehigh Valley, PA), January 1976. | 56. Anon.: Fatigue Crack Growth Under Spectrum Loads. Symposium, ASTM 78'"" Annual Mtg., Montreal, Canada, June 23-24, 1975 (R. P. Wei and R. I. Stephens, cochairmen). ASTM-STP-595, | | American Society for Testing and Materials, 1976. | 57. Carden, A. E.; McEvily, A. J.; and Wells, C. "
What is the focus of the research in the investigation of HY100 steel weldments mentioned in the report by Brooks?,"H., eds.: Fatigue At Elevated Temperatures. Symposium, | Univ. of Connecticut, Storrs, CT, June 18-23, 1972. ASTM-STP-520, 1973. | | | 58. Brooks, C. L.: Fracture Mechanics Investigation of HY100 Steel Weldments in High-Pressure Gaseous Hydrogen. Rep. FR-6715, Pratt & Whitney Aircraft Group, Government Products Division (W. Palm | Beach, FL), November 1975. 59. Anon.: Fracture Toughness Testing and Its Applications. "
What is the title of the 1966 publication focused on testing toughness in high strength metallic substances?,"Symposium, ASTM 67'"" Annual Mtg., | Chicago, IL, June 21-26, 1964. ASTM-STP-381, 1965. | | 60. Brown, W. F., Jr.;and Srawley, J. E.: Plane Strain Crack Toughness Testing of High Strength Metallic | Materials. ASTM-STP-410, 1966. | | 61. Anon.: Lubricant, Solid Film, Heat-Cured, Corrosion-Inhibiting. Military Specification MIL-L-46010 | A, Amend. 2, Dept. of Defense, July 23, 1976. | 162 | | | 62. Mindlin, H.; and Hyler, W. "
What type of materials was the final summary report focused on in relation to cryogenic applications?,"S.: Final Summary Report on Fatigue Properties of Sheet and Bar Materials for Cryogenic Applications. Report submitted to Rocketdyne Div., North American Aviation, Inc. by Battelle Memorial Institute (Columbus, OH), Jan. 21, 1966. 63. Anon.: Aerospace Structural Metals Handbook. AFML-TR-68-115, Mech. Properties Data Center, Belfour Stulen, Inc., 1975. | 64. Anon.: Liquid Hydrogen Flow Tests and Analysis on J-2 Flex Lines in Support of AS-502 Failure Investigation. "
What is the focus of the article by Schmidt and Neowald found in the October 1968 issue of a Space/Aeron journal?,"Addendum R-7450-2, vol. IV, Rocketdyne Div., North American Rockwell Corp., Sept. 131969"" | 65. Schmidt, Jack; and Neowald, R. G.: Controlling Corrosion. Space/Aeron., vol. 50, no. 4, October ) 1968, pp. 64-73. 66. Suss, Henry: Stress Corrosion — Causes and Cures. Materials in Design Eng., vol. 61, no. 4, April | 1965, pp. 102-105. | 67. Anon.: Leak Detection Compound, Oxygen Systems. Military Specification MIL-L-25567, Amend. "
What are the recommended practices outlined for measuring parameters in liquid propellant rocket engines?,"2, | Dept. of Defense (Washington, DC), April 19, 1974. | 68. Anon.: System Safety, Design Handbook. Ch. 6, Series 1-0. Third ed., Air Force Systems Command (WPAFB, OH), July 20, 1971. 69. Experimental Measurements Committee, Performance Standards Working Group: Handbook of Recommended Practices for Measurement of Liquid Propellant Rocket Engine Parameters. CPIA Publ. 179, January 1969. 70. Blake, Alexander: How to Find Deflection and Moment of Rings and Arcuate Beams. "
What is the significance of stress analysis in the design of gimbal rings?,"Prod. Eng., vol. 34, no. 1, Jan. 7, 1963, pp. 70-81. | 71. Anon.: Largest Expansion Joint. Machine Design (News Item), vol. 39, no. 8, April 1967, p. 50. | 72. Reeves, D. L.: Hinged Bellows Expansion Joint. The Engineer (London, England), Just-a-Detail no. | 54 (Monthly Feature), vol. 220, July 30, 1965, pp. 189-190. | 73. Samoiloff, A. A.: Piping Harness Stress Analysis Improves Gimbal Ring Design. "
What is the primary function of bellows in high-pressure systems?,"Power, vol. 110, no. | 7, July 1966, pp. 66-67. 74. Schrader, E. W.: Ball Strut Joint Connects Duct. Design News, June 22, 1966. p. 10. 75. Anon.: Investigation of System Components for High Chamber Pressure Engines. Section VIII: Bellows. Rep. 5329-F, Aerojet-General Corp., May 1964. | 76. Matheny, J. D.: Bellows Spring Rate for Seven Typical Convolution Shapes. Machine Design, vol. 34, | no. 1, Jan. "
"What are the topics covered in the document authored by C. M. Daniels presented at a symposium in Huntsville, Alabama, in April 1965?","4, 1962, pp. 137-139. | 77. Daniels, C. M.: Bellows Joints, Gimbals, and Clamps. NASA SP-5030, Symposium on Technology Status and Trends (Huntsville, AL, April 21-23, 1965), pp. 239-247. 163 78. Howard, J. H.: Designing With Metal Bellows. Machine Design, vol. 26, no. 1, January 1954, pp. 137-148. 79. M. W. Kellogg Co.: Design of Piping Systems. Second ed., John Wiley & Sons, Inc. (New York), 1956, pp. "
What is the focus of R. J. Matt's paper presented at the 1962 ASME Winter Annual Meeting?,"210-230. 80. Matt, R. J.: High Temperature Metal Bellows Seals for Aircraft and Missile Accessories. ASME Paper No. 62-WA-25, Winter Annual Meeting (New York), Nov. 25-30, 1962. | | 81. Anon.: Analysis of Metallic Expulsion Bellows Design. Rep. 8230-933014 (NAS7-384), Bell | Aerosystems Co., Div. of Bell Aerospace Corp., February 1968. *82. Daniels, C. M.: Analysis of Metal Bellows Fatigue Test Data. "
What method is analyzed for vibrations caused by specific structures in the mentioned studies?,"IL4121-2181, Rocketdyne Div., North American Aviation, Inc., unpublished, July 21, 1964. i *83. Sack, L. E.: Analysis of Flow-Induced Vibration Associated with Bellows Convolutions. IL 8112-3175, Rocketdyne Div., North American Rockwell Corp., unpublished, Dec. 19, 1968. | 84. Gerlach, C. R.: Study of Minimum Pressure Loss in High Velocity Duct Systems. Quarterly Rep. 2 | (NAS8-21133), Dept. Mech. "
What is the focus of the studies conducted by C. R. Gerlach regarding duct systems?,"Sci., SRI, Nov. 3, 1967. 85. Gerlach, C. R.: Study of Minimum Pressure Loss in High Velocity Duct Systems. Quarterly Rep. 3 } (NAS8-21133), Dept. Mech. Sci., SRI, Feb. 5, 1968. ’ 86. Gerlach, C. R.: Study of Minimum Pressure Loss in High Velocity Duct Systems. Quarterly Rep. 4 | (NAS8-21133), Dept. Mech. Sci., SRI, May 3, 1968. | 87. Gerlach, C. R.: Study of Minimum Pressure Loss in High Velocity Duct Systems. "
What factors contribute to pressure loss in duct systems during high-velocity airflow?,"Quarterly Rep. 5 (NAS8-21133), Dept. Mech. Sci., SRI, Aug. 6, 1968. 88. Gerlach, C. R.; and Schroeder, E. C.: Study of Minimum Pressure Loss in High Velocity Duct Systems. Interim Tech. Rep. 1 (NAS8-21133), Dept. Mech. Sci., SRI, July 16, 1969. 89. Gerlach, C. R.; et al.: Bellows Flow-Induced Vibrations and Pressure Loss. Final Report | (NAS8-21133), Dept. Mech. Sci., SRI, April 1973. 90. Sack, L. "
What factors influence the dynamic characteristics of metal bellows in relation to vibration and shock absorption?,"E.: Avoiding Fluid-Line Failure in Bellows and Convoluted Tubing. Machine Design, vol. 43, no. 13, May 27, 1971, pp. 68-71. ; *91. Mason, D. R.: Calculated “Accordion Mode” Natural Frequencies of Critical J-2, H-1, and F-1 Bellows. DM 8112-1027, Rocketdyne Div., North American Rockwell Corp., unpublished, Oct. 8, 1968. 92. Daniels, V. R.: Dynamic Aspects of Metal Bellows. Shock and Vibration Bulletin, no. "
What method was used for natural frequency analysis in the research conducted by Veljovich on thin shells of revolution?,"35, pt. 3, U.S. Naval Res. Lab., January 1966, pp. 107-124. | | | “Dossier for design criteria monograph “Liquid Rocket Lines, Bellows, Flexible Hoses, and Filters.” Unpublished. Collected source material available for inspection at NASA Lewis Research Center, Cleveland, Ohio. 7 164 | | | *93. Veljovich, W.: Natural Frequency Analysis of Thin Shells of Revolution by the Direct Stiffness Method. AMM 5112-1017, Rocketdyne Div., North American Aviation, Inc., unpublished, October 1965. "
What is the primary focus of the analysis conducted by Koppang on the Saturn vehicle's fill and drain line?,"| 94. Clark, R. A.: On the Theory of Thin Elastic Toroidal Shells. J. Math. Phys., vol. 20, no. 13, 1950, pp. | 146-178. *95. Koppang, R. R.: LOX Fill and Drain Line Analysis (S-II Saturn Vehicle). Internal letter, Rocketdyne Div., North American Aviation, Inc., unpublished, May 10, 1967. *96. Rumph, D. G.: LOX Fill and Drain Duct Flow Test, Model No. S-1C. Doc. T5-6723, Aero-Space Div. | | (Saturn Booster Branch), The Boeing Co., unpublished, Mar. "
What is a particular method utilized for assessing vibrational effects in flexible line systems used in rocket technology?,"29, 1966. | 97. Wetmore, W. C.: Quick Saturn 5 Fixes Aid Apollo. Aviation Week and Space Technology, vol. 91, no. 9, Feb. 24, 1969, pp. 57-58, 63. | 98. Anon.: F-l Flexible Line Flow-Induced Vibration Verification Program. Final Rep. R-7897, Rocketdyne Div., North American Rockwell Corp., July 10, 1969. j 99. Haringx, J. A.: Instability of Bellows Subjected to Internal Pressure. Philips Research Reports (Eindhoven, Netherlands), vol. "
Identify the main focus of Newland's work regarding double bellows expansion joints. What specific conditions were analyzed in his research?,"7, no. 3, June 1952, pp. 189-196. 100. Newell, J. F.: Some Stability and Deflection Problems Associated With Bellows. Master’s Thesis, | Dept. Mech. Eng., UCLA, May 1962. | 101. Newland, D. E.: Buckling of Double Bellows Expansion Joints Under Internal Pressure. Mech. Eng. (London, England), vol. 6, no. 3, September 1964, pp. 270-277. 102. Raschke, E.: Instability of Flexible Bellows Under Internal Pressure. "
What is the focus of McFarlen's work regarding stainless steel components discussed in the SAMPE Journal?,"Konstrucktion (Berlin, Germany), vol. 19, no. 4, 1967, pp. 144-149. 103. McFarlen, W. T.: Corrosion and Processing Problems on Stainless Steel Bellows. SAMPE J., August/September/October 1974. *104. Wesley, W. P.: Failure of Liquid Oxygen Bellows — Part Number 9529-48011-3. Memo LM-RMP-9-7-14, Rocketdyne Div., North American Aviation, Inc., unpublished, Sept. 17, 1957. 105. Ham, C. W.;and Crane, E. "
What is the focus of the article by Daniels regarding specific applications in rocket technology?,"J.: Mechanics of Machinery. Second ed., McGraw-Hill Book Co., Inc. (New York), 1938, pp. 42-45. 106. Bossler, R. B., Jr.; and Flannelly, W. G.: Hooke’s Joints. Machine Design, vol. 36, no. 15, June 18, 1964, pp. 194-198. 107. Daniels, C. M.: Some Unusual Oscillating Bearing Applications in Liquid Propellant Rocket Engines. J. ASLE, vol. 31, no. 9, September 1975, pp. 461-466. *Dossier for design criteria monograph “Liquid Rocket Lines, Bellows, Flexible Hoses, and Filters.” Unpublished. "
What is the title of the handbook focused on solid lubricants for the space sector?,"Collected source material available for inspection at NASA Lewis Research Center, Cleveland, Ohio. 165 | | | 108. Campbell, M. E.; and Thompson, M. B.: Lubrication Handbook for Use in the Space Industry. Part A — Solid Lubricants. Contract NAS8-27622, Control No. DCN-1-1-50-136 16 (IF), Midwest Research Institute (Kansas City, MO), March 1972. 109. Fletcher, J. C.; and Rollins, J. R.: Externally Supported Internally Stabilized Flexible Duct Joint. "
"What is the primary focus of the document produced by Beason, P. A. in August 1965?","US. Patent No. 3,915,482, Oct. 28, 1975. *110. Beason, P. A.: Development of an Improved Bellows End Connection. MPR-5-175-415, Rocketdyne Div., North American Aviation, Inc., unpublished, Aug. 24, 1965. *111. Seger, L. J.: Analysis of LOX Fill Line Bellows Redesign. IL S-II-ENG-MS/A&R-E&PS-67-85, SID, North American Aviation, Inc., unpublished, May 31, 1967. | | 112. Anon.: Anaconda Metal Hose. Catalog G-800, Anaconda Metal Hose Div., Anaconda American Brass Co. "
