anchors,positives
What is the relationship between the solidity of stator vanes and the chord length relative to the pitch between two contiguous stator vanes?,"( M4 — L C, = 2R,sinf “= ) = 2 sin Q,. a3 = as +i 4 = 0 + ii Cm = Cz tana, = cq tana, = cs sina = cy sina, dm tana3 = d, tana3, = d, tana, = d, tan a3, dm tan a4 = d, tan a4, = dy, tan agn = dy tan a4, where P, (m) is the pitch or the space between two contiguous stator vanes, Z, is the number of the stator vanes, C, (m) is the length of the chord of the stator vanes, S,; = C,/P, is the solidity of the stator vanes, a, (rad) is the angle formed by the chord of each stator vane with the tangential direction, a3 (rad) and a4 (rad) are the angles formed by the tangent to each stator vane at respectively the inlet and the outlet with the tangential direction, R, (m) is the radius of curvature of each stator vane, L,; (m) is the length of each stator vane in the axial direction, i (rad) is the attack angle at the inlet of each stator vane, ii (rad) is the angle allowed for circulatory flow at the outlet of each stator vane, o’3 (rad) and a’, (rad) are the angles formed by the absolute velocity vectors c’3 and c’, with the tangential direction at respectively the inlet and the outlet of each stator vane, c,, (m/s) is the meridian or axial component of the absolute velocity vector ¢,,, c’3 (m/s) and c’4 (m/s) are the magnitudes of the absolute velocity vectors c’; and c’4 at respectively the inlet and the outlet of each stator vane, c’,3 (m/s) and c’,4 (m/s) are the tangential components of the absolute velocity vectors c’3 and c’4 at respectively the inlet and the outlet of each stator vane, a3, (rad), a3, (rad), and a3, (rad) are the inlet angles formed by the tangent to each stator vane at respectively the tip diameter, the hub diameter, and any intermediate diameter with the tangential direction, and ov4; (rad), a4, (rad), and a4, (rad) are the outlet angles formed by the tangent to each stator vane at respectively the tip diameter, the hub diameter, and any intermediate diameter with the tangential 4.10 Design of Axial-Flow Pumps 355 direction. Unless specified otherwise, the quantities indicated above refer to the mean effective diameter d,,.. "
What is the range for the ratio of impeller hub diameter to impeller tip diameter in liquid-hydrogen axial-flow pumps?,"Typical design values for these quantities are given below for liquid-hydrogen axial-flow pumps, according to [22]. The ratio ry = d;,/d, of the impeller hub diameter dj, to the impeller tip diameter d, ranges from 0.76 to 0.86. The specific speed for each stage (NV), ranges from 1.1 to 1.8. The head coefficient for each stage (Ww); = g0(AH),/u2, ranges from 0.25 to 0.35. The solidity of the rotor vanes S, = C,/P, at the mean effective diameter ranges from 1.0 to 1.3. "
What is the relationship between the solidity of stator vanes and the mean effective diameter in terms of its specific range?,"The solidity of the stator vanes S, = C,/P, at the mean effective diameter ranges from 1.5 to 1.8. The number of vanes of the rotor Z, ranges from 14 to 20. The number of vanes of the stator Z, ranges from 35 to 45. The value of Z, should have no common factor with the value of Z,, in order to avoid resonance phenomena. The head rise produced by the moving vanes of an impeller rotor depends on the value of the angular difference B; — f, called vane curvature.. "
What parameters are essential for determining the number of stages in a multi-stage axial-flow pump?,"The design method used for a multi-stage axial-flow pump is similar to the method described in Sect. 4.9, which relates to a single-stage centrifugal pump. The difference between the two methods consists in the determination of the number of stages of the axial-flow pump. The latter method is described below. The system requirements relating to the rocket engines give the values of some basic quantities, such as the total head rise AH (m) of the pump, the volume flow rate g (m/s), and the required net positive suction head (NPSH) x (m). "
What parameters are necessary to calculate the specific speed and total head rise of a multi-stage pump?,"The rotating speed w (rad/s) of the pump is determined by choosing an inducer having a given suction specific speed (S) ing. This done, the specific speed (N); for each of the n stages and the total head rise AH (m) of the pump are determined by using the following equations. "
"What is the formula for calculating the total head rise of a pump based on the head rise at each stage, inducer, and hydraulic head loss?","1 Ww), =—“t_ [so(4#),]* AH = AHing + AHee + n(AH), where (AH), (m) is the head rise for each stage, go = 9.80665 m/s? is the acceleration of gravity of the Earth at the sea level, AH (m) is the total head rise of the pump, AH ing (m) is the head rise of the inducer, and AH,, (m) is the hydraulic head loss at the stator of the inducer. After the specific speed (NV); for each stage has been determined, the values of other quantities (such as the impeller hub ratio rg = dj/d,, the solidities S, = C,/P, and S, = C,/P, of respectively the rotor vanes and the stator vanes, the numbers of vanes Z, and Z, of respectively the rotor and the stator, the head coefficient (Ww) = g0( AH) /u2, for each stage, etc.) are chosen by using data taken from pumps previously designed having about the same values of specific speed for each stage. "
What parameters are essential for calculating the profiles and velocity diagrams of the impeller's rotor and stator components?,"Finally, the diameters of the rotor and stator vanes of the impeller, the velocity diagrams, and the vane profiles are determined by using the equations given above, as the sequel will show.. "
What is a common manufacturing method for the blades of an axial-flow pump in relation to discs?,The blades of an axial-flow pump are usually machined integrally with discs or
What are the essential functions of blade attachments in rotor systems regarding load management in axial-flow pumps?,"a rotor drum. However, the M-1 main-stage blades had dove-tail attachments. The 356 4 Feed Systems Using Turbo-Pumps blade attachment must be designed to carry the centrifugal load of the blade and to transmit the aerofoil steady-state and vibratory bending loads to the rotor structure [2]. Three rotor-structure assemblies have been used in axial-flow pumps. They are shown in the following figure, due to the courtesy of NASA [2]. "
What is the significance of integrating blades with a disk in terms of piston balance?,"A ' 9 Aon oD Dos can lane tos, aero }--—- —-—— SA + F ” ee 0d“, LZ CX _—-——_-___._____.__._____, uN MS ee YY); YY) Wy ij Oo: an an wn ee ! RETURN SECTION A-A io! (A) MARK 15°F BLADES MACHINED INTEGRALLY WITH OIsk DISK: BALANCE PISTON p_o_p/n | IY AN RENAN NOITAVINGNS [a eihtd Gas tack avepsch pli THE BOLT (8) FARK 9 BLADES, DOVETAILED —\ arm lle Piston *% DOADAADAD \ % Ke Seclisstestesttertow ""ad : ~y — 8 fo oe “Bizz, ea — Vy. SC CTTT ECE |/ S UVUUUUUUUU iS) LEAKAGE-FLOW RETURN (wt 4.10 Design of Axial-Flow Pumps 357. "
What design approach is used for the Mark 9 and Mark 25 pump rotors involving clamping of components?,"A one-piece rotor structure, machined from a single forging, has been used for the Mark 15-F (see part (A) of the preceding figure) and Mark 26 pump rotors. Axial holes have been machined in the forging to provide a return flow path for thrust balance system and bearing coolant flows. The Mark 9 (see part (B) of the preceding figure) and Mark 25 pump rotors have been fabricated according to the build-up concept with the disks and stub shafts clamped together through bolts. "
What method is employed to achieve relative radial positioning in the mentioned structure?,"Rabbets have been used to attain relative radial positioning, the torque loads being transmitted by shear in the tie bolts. The M-1 rotor (see part (C) of the preceding figure) is a hollow structure fabricated from four forged and machined ring components TIG-welded together [2].. "
What are the materials specified for the main elements of the axial-flow pumps used with liquid hydrogen?,"The materials used for the principal components of the axial-flow pumps named above, all of which had liquid hydrogen as their pumped fluid, are indicated in the following table, due to the courtesy of NASA [2].Component | Marko | 9 | Mark 15-F | 15-F | Mark 26 | 26 fom"
What materials are listed for the volute and stator housing components in the provided specifications?,Mark 15-F Blades 310 K-Monel K-Monel Mainstage: Inconel 718; transition Ti Al10-AT-ELI Volute 310 310 310 304 ELC Stator housing 310 (Integral 310 304 with volute)
Which materials listed are suitable for use at a temperature of 20.28 K?,Balance piston Al 2024 K-Monel Inconel 718 Al 7075-173Balance piston Flame-plated Leaded Silver-plated 304The choice of the materials indicated in the preceding table has taken account of the properties of these materials at the temperature (20.28 K) of liquid hydrogen.
"What is the range of distance, measured in meters, between a rotor vane and an adjacent stator vane in relation to impeller tip diameter?","The distance d, (m) between a rotor vane and the contiguous stator vane ranges from 0.02 d, to 0.05 d,, where d; (m) is the impeller tip diameter, as shown in the following figure, adapted from [39]. 358 4 Feed Systems Using Turbo-Pumps da = Qn kd iB iz, p 4 : fl"
What is the range of the specified clearance in meters for the component discussed?,"ooh IWS 1 i oO’ Vira SSSI p ‘eee CLLLLLLL.S CLLLL 5 ne _—= a oe ee i= The tip clearance c (m), shown in the following figure, ranges from 0.000127 to 0.000254 m [22]. STATOR ROTOR TIP VANE VANE CLEARANCE fami The method used to design an inducer for an axial-flow pump does not differ from"
