anchor,positive,quality,technical_level
What details are necessary to outline the rationale for a change in a technical document?,"e Need/reason for changee Description of the changee Name of the initiator, organization, datee Change effect (for configuration items, docu- ments, products)e Urgency/schedule impacte Proposed class of the change.",True,2
What process must be controlled by change management after a modification has been approved?,If a change has been approved the appropriate conse- quential actions must be initiated and controlled by change management until final release of the modified items. Product assurance verifies compliance for final close-out.,True,2
In what aspect of project management does requirement verification play a crucial role?,Change management is part of the product-de- dicated CM plan.9.2.10 Requirement Verification,True,3
What is the role of project management and quality management in confirming product requirements?,"The verification of product requirements is a com- bined activity of project management and quality management. Verification is the controlled process for certifying specified requirements as specified in written product specifications. Together with the sys- tem specification, the following verification methods must be assigned, associated to the selected model",True,3
What are the methods used to verify the validity of a product requirement?,"e Review of Design (RoD) e Analysis (A)e Inspection (I) e Similarity (S).Depending on the validity of a product requirement, one or more verification methods may apply. In cer- tain cases two verification methods may apply: for example, requirement verification by “analysis” will also be verified by a test, or “review of design” will be approved by hardware “inspection.”",True,2
What is the significance of the timestamp format in technical documentation?,2/25/09 3:37:03 PM CHO9.indd Sec1:792,False,1
What verification methods are suitable for noncritical requirements?,Even complex requirements can never be verified by “similarity” or “inspection” alone. The two verifica- tion methods apply only to noncritical and standard requirements.,True,2
What must be documented and referenced to validate a product requirement?,"A product requirement is considered validated if all verification results have been documented and referenced to the requirement, and have been checked for intent. All integration and test activities have to be documented in test procedures, with the results recorded in test reports.",True,3
What type of document is given to customers to demonstrate verification checks?,"It is self-evident that only approved and certified facilities, workshops, clean rooms and tools may be used for such work. The verification check is docu- mented and provided to the customer in the form of a verification control document (VCD).9 Management of Space Projects",True,1
Who typically declares the responsibilities for the verification checking process in a project?,"The responsibilities for the verification checking process must be declared by project management, which is normally project management itself, system engineering and product assurance.",True,3
What elements must be continuously observed to assess the effectiveness of a quality management system?,"The verification process (Figure 9.2.11) must be traceable and documented in the form of the verifi- cation control document.9.2.11 Lessons LearnedQuality policy, quality targets, data analyses and corrective and preventive actions have to be conti- nuously observed to check the effectiveness of the organization’s quality management system.Verification Control Plan",True,3
What is the purpose of a verification flow in requirements management?,Figure 9.2.11: Requirements verification flow.,True,3
What is required to prevent failures during product generation and project supervision?,"2/25/09 3:37:03 PM 9.3 Cost ManagementIn order to avoid the reoccurrence of failures, product generation and project management have to be systematically analyzed. Project managers must be requested to prepare reports on special concerns and observations, accumulation of failures or manage- ment problems during the project life cycle.",True,3
What should be evaluated regarding the nature of observations in product generation?,"Then the nature of these observations should be evaluated as to whether they are unique or systematic occurrences caused, for example, by improper tools or test equipment, or deficient instruction or education. In this case corrective actions and measures have to be initiated to avoid their recurrence in other projects. These “lessons learned” should be available to all employees involved in product generation.. ",True,2
